"","Stream","Date","Time","Date + Time","Streamflow","Ammonia as N","NH3 DQ","TKN","TKN DQ","Nitrate + Nitrite as N","NO2+NO3 DQ","Phosphate","PO4 DQ","Total Phosphorus","Total Phosphorus Data Qualifier","Chloride","Cl DQ","Sulfate","SO4 DQ","Ion Balance","Color","Color Notes","Alkalinity","Alk DQ","Alk Notes","Carbonate","Bicarbonate","Conductivity","TDS","TDS Notes","TSS","TSS Notes","Fluoride","F DQ","F Notes","pH","Boron","B DQ","B Notes","Calcium","Ca DQ","Ca Notes","Iron","Fe DQ","Magnesium","Mg DQ","Potassium","K DQ","Sodium","Na DQ","Na Notes","Hardness (Ca & Mg)","Hardness Notes","Aluminum","Al DQ","Antimony","Sb DQ","Arsenic","As DQ","As Notes","Barium","Ba DQ","Beryllium","Be DQ","Cadmium","Cd DQ","Chromium","Cr DQ","Cr Notes","Cobalt","Co DQ","Copper","Cu DQ","Lead","Pb DQ","Manganese","Mn DQ","Mn Notes","Molybdenum","Mb DQ","Nickel","Ni DQ","Silicon","Si DQ","Silver","Ag DQ","Strontium","Sr DQ","Thallium","Tl DQ","Uranium","Ur DQ","Ur Notes","Vanadium","V DQ","V Notes","Zinc","Zn DQ","Zn Notes","Selenium","Se DQ","Se Notes","Mercury","Hg DQ","TOC","TOC Data Qualifier","TOC Notes"
"133","East Fork Jemez River",2011-07-13," 09:30:00",2011-07-13 09:30:00,NA,"<0.1",NA,0.21,NA,"<0.1",NA,NA,NA,0.057,NA,"<10",NA,"<10",NA,NA,"50",NA,42.5,NA,NA,"0",51.8,79.1,"136",NA,"<3",NA,1.26,NA,NA,7.88,"<0.05",NA,NA,7,NA,NA,NA,NA,"1.6",NA,"2",NA,12,NA,NA,"25",NA,0.23,NA,"<0.001",NA,"2.0999999999999999E-3",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"4.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.016,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"134","East Fork Jemez River",2011-08-15," 14:15:00",2011-08-15 14:15:00,NA,"<0.1",NA,NA,NA,"<0.1",NA,NA,NA,0.095,NA,"<10",NA,"<10",NA,NA,"80",NA,56.5,NA,NA,"10.9",57.9,114,"134",NA,"7",NA,1.03,NA,NA,9.02,"<0.05",NA,NA,11,NA,NA,NA,NA,"2.2000000000000002",NA,"2",NA,10,NA,NA,"37",NA,0.38,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"4.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.021,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"6.6",NA,NA
"135","East Fork Jemez River",2011-09-14," 14:15:00",2011-09-14 14:15:00,NA,"<0.1",NA,0.51,NA,"<0.1",NA,NA,NA,0.1,NA,"<10",NA,"<10",NA,NA,"120",NA,61.6,NA,NA,"0.75600000000000001",74.4,105,"132",NA,"6",NA,0.92,NA,NA,8.36,"<0.05",NA,NA,15,NA,NA,NA,NA,"2.9",NA,"3",NA,12,NA,NA,"49",NA,1,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,">0.001",NA,0.015,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"8.01",NA,NA
"136","East Fork Jemez River",2011-10-19," 10:00:00",2011-10-19 10:00:00,NA,"<0.1",NA,NA,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"40",NA,42.4,NA,NA,"0",51.7,87.1,"122",NA,"<3",NA,0.98,NA,NA,7.91,"<0.05",NA,NA,9,NA,NA,NA,NA,"1.6",NA,"2",NA,12,NA,NA,"28",NA,0.46,NA,"<0.001",NA,"<0.001",NA,NA,"<0.05",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.006,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"3.32",NA,NA
"137","East Fork Jemez River",2011-11-21," 13:15:00",2011-11-21 13:15:00,NA,"<0.1",NA,NA,NA,"<0.1",NA,NA,NA,0.034,NA,"<10",NA,"<10",NA,NA,"35",NA,41,NA,NA,"0",50,98.5,"112",NA,"<3",NA,0.79,NA,NA,8.1,"<0.05",NA,NA,9,NA,NA,"0.27",NA,"1.6",NA,"2",NA,11,NA,NA,"28",NA,0.62,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.004,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"1E-3",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"3.64",NA,NA
"138","East Fork Jemez River",2012-04-17," 13:15:00",2012-04-17 13:15:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,0.074,NA,"<10",NA,"<10",NA,NA,"na",NA,29.8,NA,NA,"0",29.8,79.1,"110",NA,"<3",NA,0.41,NA,NA,7.75,"<0.05",NA,NA,7,NA,NA,"0.75",NA,"1",NA,"2",NA,8,NA,NA,"24",NA,1.5,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"<0.003",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.019,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"139","East Fork Jemez River",2012-05-15," 14:00:00",2012-05-15 14:00:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,0.064,NA,"<10",NA,"<10",NA,NA,"70",NA,37.9,NA,NA,"0",37.9,75.3,"86",NA,"<3",NA,0.6,NA,NA,8.3,"<0.05",NA,NA,8,NA,NA,"0.5",NA,"1",NA,"1",NA,9,NA,NA,NA,NA,0.79,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.01,NA,NA,"1E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"7.78",NA,NA
"140","East Fork Jemez River",2012-06-18," 12:00:00",2012-06-18 12:00:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,0.059,NA,"<10",NA,"<10",NA,NA,"50",NA,48.1,NA,NA,"21.8",26.3,97.6,"92",NA,"<3",NA,NA,NA,NA,9.2,"<0.05",NA,NA,7,NA,NA,"0.25",NA,"2",NA,"2",NA,15,NA,NA,NA,NA,0.18,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.01,NA,NA,"3.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"141","East Fork Jemez River",2012-07-17," 12:00:00",2012-07-17 12:00:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"50",NA,46.8,NA,NA,"2.02",44.8,96,"102",NA,"<3",NA,0.97,NA,NA,8.39,"<0.05",NA,NA,9,NA,NA,"0.21",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,0.15,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.008,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"142","East Fork Jemez River",2012-08-15," 14:15:00",2012-08-15 14:15:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,0.053,NA,"<10",NA,"<10",NA,NA,"50",NA,45.6,NA,NA,"2.94",42.7,89.3,"90",NA,"<3",NA,0.97,NA,NA,8.49,"<0.05",NA,NA,7,NA,NA,"0.25",NA,"1",NA,"<1",NA,13,NA,NA,"24",NA,0.22,NA,"<0.001",NA,"1E-3",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.006,NA,NA,"1E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"1E-3",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"143","East Fork Jemez River",2012-09-26," 13:30:00",2012-09-26 13:30:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,0.0537,NA,"<10",NA,"<10",NA,NA,"30",NA,42,NA,NA,"1.58",40,87.2,"64",NA,"5",NA,0.99,NA,NA,8.4,"<0.05",NA,NA,5,NA,NA,"0.12",NA,"1",NA,"1",NA,13,NA,NA,"17",NA,0.17,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.003,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"0.02",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"144","East Fork Jemez River",2012-10-23," 14:30:00",2012-10-23 14:30:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"30",NA,40.6,NA,NA,"0",40.6,83.3,"118",NA,"<3",NA,0.99,NA,NA,8.15,"<0.05",NA,NA,6,NA,NA,"0.09",NA,"1",NA,"2",NA,14,NA,NA,"19",NA,0.09,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.002,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"145","East Fork Jemez River",2013-05-09," 09:50:00",2013-05-09 09:50:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"30",NA,46.8,NA,NA,"0",46.8,96.6,"94",NA,"<3",NA,1.01,NA,NA,8.07,"<0.05","C",NA,7,NA,NA,"0.16","C","2",NA,"1",NA,13,NA,NA,NA,NA,0.11,"C","<0.001","C","<0.001","C",NA,"<0.1","C","<0.001","C","<0.001","C","2E-3","C",NA,"<0.001","C","<0.01","C","<0.001","C",0.005,"C",NA,"2E-3","C","<0.01","C",NA,NA,"<0.001","C",NA,NA,"<0.001","C","<0.001","C",NA,"<0.001","C",NA,"<0.01","C",NA,"<0.005","C",NA,"<0.0002",NA,"<1.00","B",NA
"146","East Fork Jemez River",2013-06-20," 12:30:00",2013-06-20 12:30:00,NA,"<0.10",NA,1.31,NA,"<0.10",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"40","Color analysis was expired before the sample arrived at the laboratory.",53.1,NA,NA,"13.2",39.9,97.7,"86",NA,"<3",NA,1.29,NA,NA,8.93,"<0.05",NA,NA,8,NA,NA,"0.17",NA,"2",NA,"<1",NA,14,NA,NA,NA,NA,0.03,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.009,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005","C",NA,"<0.0002",NA,"4.29","A","Initial Blank higher than MDL but less than minimum reporting limit."
"147","East Fork Jemez River",2013-08-22," 15:00:00",2013-08-22 15:00:00,NA,"<0.10",NA,NA,"F","<0.10",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"70",NA,55.4,NA,NA,"9.76",45.6,117,"114",NA,"<3",NA,1.01,"A","Analyte detected in the blank above the MDL (0.0048mg/L) but below the MRL (0.10mg/L)",8.8,"<0.05",NA,NA,10,NA,NA,"0.42",NA,"2",NA,"1",NA,14,NA,NA,NA,NA,0.54,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3","C",NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.009,NA,NA,"1E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"7.83","A","Initial Calibration Blank was higher than the 0.35mg/L limit as stated in the method, but was lower than the MRL (2mg/L)."
"148","East Fork Jemez River",2013-09-18," 13:30:00",2013-09-18 13:30:00,NA,"<0.10",NA,0.86,NA,"<0.10",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"160","Color analysis was analyzed past the 48 hour hold time expiration.",53.5,NA,NA,"0",53.5,145,"192",NA,"38",NA,0.35,NA,NA,7.58,"<0.05",NA,NA,17,NA,NA,"1.5",NA,"3",NA,"5",NA,10,NA,NA,NA,NA,3.2,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"4.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"1E-3",NA,0.025,NA,NA,"1E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"2E-3",NA,NA,"0.01",NA,NA,"<0.010","D,F",NA,"<0.0002","C",NA,NA,NA
"149","East Fork Jemez River",2013-10-24," 15:00:00",2013-10-24 15:00:00,NA,"<0.10","F",NA,"F","<0.10",NA,NA,NA,NA,"F","<10",NA,"<10",NA,NA,NA,"Color expired in the Lab (48 hour hold time). Client will not be billed for color.",45.6,NA,NA,"0",45.6,124,"96",NA,"<3",NA,0.64,NA,NA,7.98,"<0.05","C",NA,10,"C",NA,"0.21","C","2","C","2","C",12,"C",NA,NA,NA,0.35,"C","<0.001","C","<0.001","C",NA,"<0.1","C","<0.001","C","<0.001","C","4.0000000000000001E-3","C",NA,"<0.001","C","<0.01","C","<0.001","C",0.005,"C",NA,"1E-3","C","<0.01","C",NA,NA,"<0.001","C",NA,NA,"<0.001","C","<0.001","C",NA,"<0.001","C",NA,"<0.01","C",NA,"<0.005","C",NA,"<0.0002",NA,NA,NA,NA
"150","East Fork Jemez River",2014-05-14,NA,2014-05-14 00:00:00,NA,"<0.10","D,F",0.14,NA,"<0.050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","East Fork Jemez River",2014-06-17," 14:50:00",2014-06-17 14:50:00,NA,"<0.10","F",NA,NA,"<0.10",NA,"7.3999999999999996E-2","D,F",0.312,NA,"<10",NA,"<10",NA,NA,"35",NA,46.4,NA,NA,"7.74",38.7,86.1,"88",NA,"<3",NA,1.2,NA,NA,8.73,"<0.05",NA,NA,6,NA,NA,"0.26",NA,"1.4",NA,"<1",NA,14,NA,NA,"21",NA,0.09,NA,"<0.001",NA,"1E-3",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.01,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.002",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"152","East Fork Jemez River",2014-07-08," 11:40:00",2014-07-08 11:40:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,"8.3000000000000004E-2",NA,NA,NA,"<10",NA,"<10",NA,NA,"50",NA,53.9,"A",NA,"0",53.9,108,"116",NA,"<3",NA,1.27,NA,NA,7.95,"<0.05","C",NA,9,"C",NA,"0.4","C","1.8","C","1","C",15,"C",NA,"29",NA,0.04,"C","<0.001","C","<0.001","C",NA,"<0.1","C","<0.001","C","<0.001","C","2E-3","C",NA,"<0.001","C","<0.01","C","<0.001","C",0.018,"C",NA,"2E-3","C","<0.01","C",NA,NA,"<0.001","C",NA,NA,"<0.001","C","<0.001","C",NA,"<0.002",NA,NA,"<0.01","C",NA,"<0.005","C",NA,"<0.0002",NA,NA,NA,NA
"153","East Fork Jemez River",2014-08-19," 14:45:00",2014-08-19 14:45:00,NA,"<0.10",NA,0.68,NA,"<0.10",NA,"<0.050",NA,NA,NA,"<10",NA,"<10",NA,NA,"65",NA,51.7,"A","LRB was greater than the MDL but less than the MRL.","0",51.7,102,"86",NA,"<3",NA,0.84,NA,NA,7.99,"<0.05",NA,NA,9,NA,NA,NA,NA,"1.8",NA,NA,NA,NA,NA,NA,"31","Sample digested using SLD Method 41414.",0.24,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.006,NA,NA,"1E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005","C",NA,"<0.0002",NA,NA,NA,NA
"154","East Fork Jemez River",2014-09-17," 13:00:00",2014-09-17 13:00:00,NA,"<0.10","F",0.53,NA,"<0.10",NA,"<0.050","LRB was greater than the MDL but less than 10% MRL",NA,NA,"<10",NA,"<10",NA,NA,"40",NA,48.8,"A","LRB was greater than the MDL but less than the MRL.","0",48.8,98,"94",NA,"<3",NA,0.99,NA,NA,7.89,"<0.05",NA,NA,8,NA,NA,"0.26",NA,"1.6",NA,"<1",NA,14,NA,NA,"26","Sample digested using SLD Method 41414.",0.21,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,"Sample digested using SLD Method 41414. Chromium digest LRB=0.00096mg/L.","<0.001",NA,"<0.01",NA,"<0.001",NA,0.012,NA,NA,"1E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,"Sample digested using SLD Method 41414.","<0.005","C",NA,"<0.0002",NA,NA,NA,NA
"155","East Fork Jemez River",2014-10-14," 10:05:00",2014-10-14 10:05:00,NA,"<0.10","F",1.09,NA,"<0.10",NA,"<0.050","LRB was greater than the MDL but less than the MRL",NA,NA,"<10",NA,"<10",NA,NA,"45",NA,45.7,"A","LRB was greater than the MDL but less than the MRL.","0",45.7,107,"96",NA,"<3",NA,0.81,NA,NA,7.71,"<0.05",NA,NA,7,NA,NA,"0.2",NA,"1.5",NA,"3",NA,13,NA,"Sample digested using SLD Method 41414.","25","Sample digested using SLD Method 41414. Calcium LRB = -0.112 mg/L.",0.25,"C","<0.001","C","<0.001","C",NA,"<0.1","C","<0.001","C","<0.001","C","<0.001","C",NA,"<0.001","C","<0.01","C","<0.001","C",0.005,"C",NA,"1E-3","C","<0.01","C",NA,NA,"<0.001","C",NA,NA,"<0.001","C","<0.001","C",NA,"<0.001","C",NA,"<0.01","C","Sample digested using SLD Method 41414.","<0.005","D,F",NA,"<0.0002",NA,NA,NA,NA
"156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","San Antonio - West",2005-05-18," 13:00:00",2005-05-18 13:00:00,NA,"<0.1",NA,0.55,NA,"<0.1",NA,NA,NA,0.057,NA,"<10",NA,"<10",NA,13.4,"50",NA,31.6,NA,NA,"0",38.6,89,"136",NA,"6",NA,0.61,NA,NA,7.62,NA,NA,NA,9.04,NA,NA,NA,NA,"1.31",NA,"<5",NA,6.19,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","San Antonio - West",2005-06-01," 11:00:00",2005-06-01 11:00:00,NA,"<0.1",NA,0.44,NA,"<0.1",NA,NA,NA,0.036,NA,"<10",NA,"<10",NA,6.57,"25",NA,33.6,NA,NA,"0",41,96.7,"126",NA,"23",NA,1.04,NA,NA,8.04,NA,NA,NA,8.14,NA,NA,NA,NA,"<1",NA,"<5",NA,8.29,NA,NA,"20.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","San Antonio - West",2005-06-15," 16:00:00",2005-06-15 16:00:00,NA,"<0.1",NA,0.56,NA,"<0.1",NA,NA,NA,0.038,NA,"<10",NA,"<10",NA,21.9,"10",NA,36,NA,NA,"6.48",37.3,95,"138",NA,"<3",NA,1.76,NA,NA,8.88,NA,NA,NA,8.86,NA,NA,NA,NA,"<1",NA,"<5",NA,11.8,NA,NA,"22.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","San Antonio - West",2005-06-30," 12:00:00",2005-06-30 12:00:00,NA,"<0.1",NA,1.17,NA,"<0.1",NA,NA,NA,0.13,NA,"<10",NA,"<10",NA,16.1,"10",NA,36,NA,NA,"0",43.9,95.4,"150",NA,"<3",NA,1.57,NA,NA,8.16,NA,NA,NA,9.05,NA,NA,NA,NA,"<1",NA,"<5",NA,12.5,NA,NA,"22.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","San Antonio - West",2005-07-14," 10:30:00",2005-07-14 10:30:00,NA,"<0.1",NA,0.27,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,15.5,"5",NA,36.2,NA,NA,"0",44.2,93.4,"132",NA,"<3",NA,1.71,NA,NA,8.1,NA,NA,NA,8.88,NA,NA,NA,NA,"<1",NA,"<5",NA,12.6,NA,NA,"22.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","San Antonio - West",2005-07-28," 14:00:00",2005-07-28 14:00:00,NA,"<0.1",NA,0.34,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,17.7,"10",NA,34.2,NA,NA,"3.36",38.3,90,"122",NA,"<3",NA,1.83,NA,NA,8.67,NA,NA,NA,8.06,NA,NA,NA,NA,"<1",NA,"<5",NA,11.4,NA,NA,"20.100000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","San Antonio - West",2005-08-11," 14:30:00",2005-08-11 14:30:00,NA,"<0.1",NA,0.15,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,5.98,"5",NA,35.4,NA,NA,"4.08",39,91.8,"160",NA,"<3",NA,1.58,NA,NA,8.76,NA,NA,NA,7.9,NA,NA,NA,NA,"<1",NA,"<5",NA,11.6,NA,NA,"19.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","San Antonio - West",2005-08-24," 15:00:00",2005-08-24 15:00:00,NA,"<0.1",NA,0.29,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,16.4,"5",NA,36.2,NA,NA,"0.72",43.4,94,"136",NA,"<3",NA,1.68,NA,NA,8.37,NA,NA,NA,8.9,NA,NA,NA,NA,"<1",NA,"<5",NA,12.6,NA,NA,"22.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
